tag,accuracy@0.50,precision@0.50,recall@0.50,f1@0.50,roc_auc,best_F2,best_threshold_F2
com_declive,0.9379432624113475,0.9143835616438356,0.9638989169675091,0.9384885764499121,0.9802387451414484,0.9634317862165964,0.25
sem_declive,0.9343971631205674,0.9137931034482759,0.9566787003610109,0.9347442680776014,0.9763141674738046,0.9653465346534653,0.4
