tag,accuracy@0.50,precision@0.50,recall@0.50,f1@0.50,roc_auc,best_F2,best_threshold_F2
com_declive_int,0.9343971631205674,0.910958904109589,0.9602888086642599,0.9349736379613356,0.9794714398923257,0.9654686398872445,0.3
sem_declive,0.9343971631205674,0.9137931034482759,0.9566787003610109,0.9347442680776014,0.9763141674738046,0.9653465346534653,0.4
